23,1,2016
22,2,2016
23,3,2016
22,4,2016
21,5,2016
20,6,2016
19,7,2016
18,8,2016
16,9,2016
16,10,2016
14,11,2016
13,12,2016
12,1,2017
10,2,2017
12,3,2017
11,4,2017
10,5,2017
9,6,2017
9,7,2017
7,8,2017
6,9,2017
5,10,2017
4,11,2017
3,12,2017
2,1,2018
31,1,2018
1,3,2018
31,3,2018
29,4,2018
29,5,2018
28,6,2018
27,7,2018
26,8,2018
24,9,2018
24,10,2018
23,11,2018
22,12,2018
21,1,2019
19,2,2019
20,3,2019
19,4,2019
18,5,2019
17,6,2019
16,7,2019
15,8,2019
14,9,2019
13,10,2019
12,11,2019
12,12,2019
10,1,2020
9,2,2020
9,3,2020
7,4,2020
7,5,2020
5,6,2020
5,6,2020
3,8,2020
2,9,2020
1,10,2020
31,10,2020
30,11,2020
30,12,2020
28,1,2021
27,2,2021
28,3,2021
27,4,2021
26,5,2021
24,6,2021
23,7,2021
22,8,2021
20,9,2021
20,10,2021
19,11,2021
19,12,2021
17,1,2022
16,2,2022
18,3,2022
16,4,2022
16,5,2022
14,6,2022
13,7,2022
11,8,2022
10,9,2022
9,10,2022
8,11,2022
8,12,2022
